Optimism Geth Workshop,Wave/Round,Term,Amount (Token),Amount (USD)
1Hive Gardens,GG19 Cluster QF Open Source Software,Nov 2023,"50,000",$923.73
growthepie.xyz 🥧📏 - Layer 2 and Blockspace Analytics,GG19 Cluster QF Open Source Software,Nov 2023,"50,000",$920.82
dm3 protocol - the interoperability initiative,GG19 Cluster QF Open Source Software,Nov 2023,"50,000",$900.06
Open Source Observer,GG19 Cluster QF Open Source Software,Nov 2023,"50,000",$889.84
Qortal,GG19 Cluster QF Open Source Software,Nov 2023,"200,000",$821.28
Ether Alpha,GG19 Cluster QF Open Source Software,Nov 2023,"250,000",$805.62
WTF Academy,GG19 Cluster QF Open Source Software,Nov 2023,"2,000",$799.90
DappReader,GG19 Cluster QF Open Source Software,Nov 2023,"40,000",$782.33
dSentra,GG19 Cluster QF Open Source Software,Nov 2023,"30,000",$764.00
zkVRF,GG19 Cluster QF Open Source Software,Nov 2023,"200,000",$686.09
Punk Domains | Web3 Social Names Protocol,GG19 Cluster QF Open Source Software,Nov 2023,"20,000",$675.20
Pepemon: Degen Battleground,GG19 Cluster QF Open Source Software,Nov 2023,"50,000",$650.27
Proof of Philanthropy: A Verifiable Giving Pledge for the Modern Age,GG19 Cluster QF Open Source Software,Nov 2023,"248,500",$642.90
Smoothly,GG19 Cluster QF Open Source Software,Nov 2023,"200,000",$628.78
Praise,GG19 Cluster QF Open Source Software,Nov 2023,"200,000",$625.70
Ambire Wallet,GG19 Cluster QF Open Source Software,Nov 2023,"75,000",$610.55
uniswap-python,GG19 Cluster QF Open Source Software,Nov 2023,"40,000",$610.33
"Pairwise: Simplifying Choices, Amplifying Voices",GG19 Cluster QF Open Source Software,Nov 2023,"20,000",$609.95
Osmium,GG19 Cluster QF Open Source Software,Nov 2023,"40,000",$567.79
wagmi fund,GG19 Cluster QF Open Source Software,Nov 2023,"37,500",$538.56
viaPrize,GG19 Cluster QF Open Source Software,Nov 2023,"50,000",$521.31
ethstaker.tax,GG19 Cluster QF Open Source Software,Nov 2023,"40,000",$504.35
Donate3,GG19 Cluster QF Open Source Software,Nov 2023,"50,000",$501.35
WalletX,GG19 Cluster QF Open Source Software,Nov 2023,"25,000",$490.60
DAOstar,GG19 Cluster QF Open Source Software,Nov 2023,"50,000",$487.42
Solve3 | Bot Protection for Smart Contracts,GG19 Cluster QF Open Source Software,Nov 2023,"50,000",$476.92
Using ZK for game optimization in Dark Forest,GG19 Cluster QF Open Source Software,Nov 2023,"25,000",$473.79
Karma GAP,GG19 Cluster QF Open Source Software,Nov 2023,"25,000",$469.27
Jolly-Roger,GG19 Cluster QF Open Source Software,Nov 2023,"30,000",$451.25
GiveStation (youbuidl),GG19 Cluster QF Open Source Software,Nov 2023,"45,000",$431.90
Rings Network,GG19 Cluster QF Open Source Software,Nov 2023,"50,000",$429.63
datalatte ☕️,GG19 Cluster QF Open Source Software,Nov 2023,"35,000",$422.23
ZenGuard,GG19 Cluster QF Open Source Software,Nov 2023,"104,000",$420.59
Regen Score,GG19 Cluster QF Open Source Software,Nov 2023,"100,000",$414.84
Thunder Chat,GG19 Cluster QF Open Source Software,Nov 2023,"145,000",$409.85
Militereum,GG19 Cluster QF Open Source Software,Nov 2023,500,$405.42
lazy-etherscan,GG19 Cluster QF Open Source Software,Nov 2023,"150,000",$403.29
ethOS - Web3 needs an OS,GG19 Cluster QF Open Source Software,Nov 2023,"149,000",$397.05
WalletLabels,GG19 Cluster QF Open Source Software,Nov 2023,"112,000",$383.64
OpenCann Network,GG19 Cluster QF Open Source Software,Nov 2023,"40,000",$380.15
Eppie: Web3 native email,GG19 Cluster QF Open Source Software,Nov 2023,"90,000",$375.33
ETHRank - The open source achievement system for every Ethereum address,GG19 Cluster QF Open Source Software,Nov 2023,"150,000",$374.16
ChainTrack,GG19 Cluster QF Open Source Software,Nov 2023,"30,000",$371.78
Flexible Voting,GG19 Cluster QF Open Source Software,Nov 2023,"140,000",$366.97
Lakat 📜,GG19 Cluster QF Open Source Software,Nov 2023,"60,000",$350.74
mLayer Protocol,GG19 Cluster QF Open Source Software,Nov 2023,"10,000",$350.68
FundPG,GG19 Cluster QF Open Source Software,Nov 2023,"50,000",$342.05
Gov4Git: Decentralized governance for git communities,GG19 Cluster QF Open Source Software,Nov 2023,"100,000",$340.13
Ancient Beast,GG19 Cluster QF Open Source Software,Nov 2023,"70,395",$309.79
StreamETH,GG19 Cluster QF Open Source Software,Nov 2023,"4,000",$304.63
Geo Web,GG19 Cluster QF Open Source Software,Nov 2023,"15,761",$300.80
Hildr,GG19 Cluster QF Open Source Software,Nov 2023,"15,720",$293.23
Lume Web: Redefining the Open Web,GG19 Cluster QF Open Source Software,Nov 2023,"45,600",$287.21
Rantom,GG19 Cluster QF Open Source Software,Nov 2023,"55,000",$284.60
Mississippi,GG19 Cluster QF Open Source Software,Nov 2023,"5,800",$282.54
UNIT,GG19 Cluster QF Open Source Software,Nov 2023,"34,000",$282.17
1W3,GG19 Cluster QF Open Source Software,Nov 2023,"8,000",$281.11
Breadchain Cooperative,GG19 Cluster QF Open Source Software,Nov 2023,"10,000",$273.35
DexKit,GG19 Cluster QF Open Source Software,Nov 2023,"95,000",$271.21
Wildcards Protocol,GG19 Cluster QF Open Source Software,Nov 2023,"112,000",$270.55
Protocol Fundamentals,GG19 Cluster QF Open Source Software,Nov 2023,"95,000",$268.11
zenbit.eth,GG19 Cluster QF Open Source Software,Nov 2023,"67,500",$267.63
Pin Save: decentralized Pinterest,GG19 Cluster QF Open Source Software,Nov 2023,"350,000",$259.04
Plebbit,GG19 Cluster QF Open Source Software,Nov 2023,"650,000",$253.78
L2Insights,GG19 Cluster QF Open Source Software,Nov 2023,"85,000",$253.56
Influenpeer,GG19 Cluster QF Open Source Software,Nov 2023,4000,$244.53
DApilink,GG19 Cluster QF Open Source Software,Nov 2023,50000,$240.54
The Forus,GG19 Cluster QF Open Source Software,Nov 2023,40000,$232.92
ICDevs.org,GG19 Cluster QF Open Source Software,Nov 2023,44500,$232.84
GasLockR,GG19 Cluster QF Open Source Software,Nov 2023,40000,$224.90
StatelessArt,GG19 Cluster QF Open Source Software,Nov 2023,10000,$224.06
EIP-7265 Alliance - securing the future of ethereum,GG19 Cluster QF Open Source Software,Nov 2023,35000,$222.16
Accountjs,GG19 Cluster QF Open Source Software,Nov 2023,40000,$221.31
LunCo - collaborative engineering,GG19 Cluster QF Open Source Software,Nov 2023,25000,$219.89
"Hannah, Justin, & Jake Decentralize Ethereum: Asymmetry Finance",GG19 Cluster QF Open Source Software,Nov 2023,20000,$218.46
VueDapp,GG19 Cluster QF Open Source Software,Nov 2023,50000,$214.17
Scribe,GG19 Cluster QF Open Source Software,Nov 2023,35000,$213.19
Grateful,GG19 Cluster QF Open Source Software,Nov 2023,38800,$200.97
JiffyScan - The UserOp Explorer for 4337,GG19 Cluster QF Open Source Software,Nov 2023,50000,$193.74
Augmenting the ReFi Knowledge Graph with AI,GG19 Cluster QF Open Source Software,Nov 2023,20000,$191.87
Impact Markets,GG19 Cluster QF Open Source Software,Nov 2023,25000,$186.63
Codingsh Open Source Developer,GG19 Cluster QF Open Source Software,Nov 2023,32123,$182.58
Public Ads - Quadratic Attention Payments Mechanism,GG19 Cluster QF Open Source Software,Nov 2023,30000,$179.54
HonorCode,GG19 Cluster QF Open Source Software,Nov 2023,150000,$176.06
Kredeum NFTs Factory,GG19 Cluster QF Open Source Software,Nov 2023,100000,$169.97
Amphitheatre for Arbitrum,GG19 Cluster QF Open Source Software,Nov 2023,60000,$156.68
Wallet Test Framework,GG19 Cluster QF Open Source Software,Nov 2023,150000,$145.18
OTHub.io,GG19 Cluster QF Open Source Software,Nov 2023,5000,$137.81
Sprintcheckout,GG19 Cluster QF Open Source Software,Nov 2023,100000,$136.37
NacDB Distributed Database,GG19 Cluster QF Open Source Software,Nov 2023,150000,$135.98
AikiSend,GG19 Cluster QF Open Source Software,Nov 2023,35000,$127.50
Saturn Observatory,GG19 Cluster QF Open Source Software,Nov 2023,45000,$123.53
IXily,GG19 Cluster QF Open Source Software,Nov 2023,75000,$123.28
Saturn Moonlet,GG19 Cluster QF Open Source Software,Nov 2023,60000,$122.95
PotLock,GG19 Cluster QF Open Source Software,Nov 2023,250000,$105.36
Trustalabs,GG19 Cluster QF Web3 Community & Education,Nov 2023,50000,"$14,840.00"
EtherScore,GG19 Cluster QF Web3 Community & Education,Nov 2023,30000,"$13,875.45"
ZachXBT,GG19 Cluster QF Web3 Community & Education,Nov 2023,200000,"$8,796.68"
Giveth,GG19 Cluster QF Web3 Community & Education,Nov 2023,250000,"$4,685.60"
Alpha Insiders,GG19 Cluster QF Web3 Community & Education,Nov 2023,150000,"$3,309.58"
Olimpio Education,GG19 Cluster QF Web3 Community & Education,Nov 2023,30000,"$3,029.99"
Revoke All,GG19 Cluster QF Web3 Community & Education,Nov 2023,35000,"$2,341.02"
BanklessDAO,GG19 Cluster QF Web3 Community & Education,Nov 2023,"35,000","$2,265.98"
GreenPill Network,GG19 Cluster QF Web3 Community & Education,Nov 2023,19500,"$2,237.07"
Wizard Bridge EVM,GG19 Cluster QF Web3 Community & Education,Nov 2023,25000,"$2,160.07"
Metopia,GG19 Cluster QF Web3 Community & Education,Nov 2023,30000,"$2,069.14"
Week in Ethereum News,GG19 Cluster QF Web3 Community & Education,Nov 2023,"28,000","$2,051.53"
EtherDrops Bot,GG19 Cluster QF Web3 Community & Education,Nov 2023,33000,"$1,976.08"
ITU Blockchain,GG19 Cluster QF Web3 Community & Education,Nov 2023,"38,000","$1,849.81"
Funding the Commons,GG19 Cluster QF Web3 Community & Education,Nov 2023,39200,"$1,818.14"
The Rollup,GG19 Cluster QF Web3 Community & Education,Nov 2023,"30,000","$1,706.01"
Castle Capital,GG19 Cluster QF Web3 Community & Education,Nov 2023,"35,000","$1,669.80"
Bankless Academy,GG19 Cluster QF Web3 Community & Education,Nov 2023,30000,"$1,650.35"
OpenCivics,GG19 Cluster QF Web3 Community & Education,Nov 2023,"30,000","$1,613.05"
Unitap,GG19 Cluster QF Web3 Community & Education,Nov 2023,"34,000","$1,553.50"
Rhino Review - Ethereum Staking Journal,GG19 Cluster QF Web3 Community & Education,Nov 2023,"25,000","$1,517.54"
Web3beach,GG19 Cluster QF Web3 Community & Education,Nov 2023,"210,000","$1,493.94"
MetaGame,GG19 Cluster QF Web3 Community & Education,Nov 2023,"75,000","$1,490.62"
Fractal Visions,GG19 Cluster QF Web3 Community & Education,Nov 2023,"210,000","$1,483.69"
LexDAO,GG19 Cluster QF Web3 Community & Education,Nov 2023,210000,"$1,424.45"
Web3 Security,GG19 Cluster QF Web3 Community & Education,Nov 2023,80000,"$1,405.85"
Regens Unite - bridging the gap between web3 and local regens,GG19 Cluster QF Web3 Community & Education,Nov 2023,210000,"$1,342.72"
Decentralized Science on Gitcoin,GG19 Cluster QF Web3 Community & Education,Nov 2023,"210,000","$1,287.81"
LensPlay,GG19 Cluster QF Web3 Community & Education,Nov 2023,30000,"$1,252.80"
Public Nouns Operations,GG19 Cluster QF Web3 Community & Education,Nov 2023,25000,"$1,218.82"
DeBox,GG19 Cluster QF Web3 Community & Education,Nov 2023,100000,"$1,214.80"
The Noun Square,GG19 Cluster QF Web3 Community & Education,Nov 2023,200000,"$1,207.69"
Gravity DAO,GG19 Cluster QF Web3 Community & Education,Nov 2023,400000,"$1,203.14"
Blocktrend（區塊勢）,GG19 Cluster QF Web3 Community & Education,Nov 2023,400000,"$1,200.61"
Boring Security,GG19 Cluster QF Web3 Community & Education,Nov 2023,100000,"$1,180.13"
Upgrading Ethereum Book,GG19 Cluster QF Web3 Community & Education,Nov 2023,11000,"$1,151.99"
Urbanika and the Self-Management Neighborhood Course,GG19 Cluster QF Web3 Community & Education,Nov 2023,20000,"$1,134.74"
ENS DAO Newsletter:  Providing news and core ENS development to the global Ethereum community.,GG19 Cluster QF Web3 Community & Education,Nov 2023,20000,"$1,083.08"
ReFi DAO - A New Chapter…,GG19 Cluster QF Web3 Community & Education,Nov 2023,11000,"$1,069.43"
The Blockchain Socialist,GG19 Cluster QF Web3 Community & Education,Nov 2023,50000,"$1,065.91"
Coin Center,GG19 Cluster QF Web3 Community & Education,Nov 2023,100000,"$1,023.54"
Metagov,GG19 Cluster QF Web3 Community & Education,Nov 2023,100000,"$1,010.54"
Crypto Altruism – Accessible Web3 Education for Nonprofits and Changemakers,GG19 Cluster QF Web3 Community & Education,Nov 2023,65000,$994.30
Biteye,GG19 Cluster QF Web3 Community & Education,Nov 2023,30000,$979.56
Psychedelic Puppet Show DAO,GG19 Cluster QF Web3 Community & Education,Nov 2023,50000,$948.11
JobStash,GG19 Cluster QF Web3 Community & Education,Nov 2023,50000,$924.99
Public Good Africa,GG19 Cluster QF Web3 Community & Education,Nov 2023,30000,$914.13
Onlyfun,GG19 Cluster QF Web3 Community & Education,Nov 2023,50000,$908.22
Dream DAO,GG19 Cluster QF Web3 Community & Education,Nov 2023,50000,$900.47
OpenData Community,GG19 Cluster QF Web3 Community & Education,Nov 2023,34000,$878.90
Altcointurk,GG19 Cluster QF Web3 Community & Education,Nov 2023,20000,$873.43
Drainer Doom Bot,GG19 Cluster QF Web3 Community & Education,Nov 2023,50000,$872.57
Bankless Publishing,GG19 Cluster QF Web3 Community & Education,Nov 2023,45000,$854.43
Ethereum Mexico,GG19 Cluster QF Web3 Community & Education,Nov 2023,50000,$811.03
PizzaDAO,GG19 Cluster QF Web3 Community & Education,Nov 2023,15000,$805.09
Web3 Galaxy Brain 🌌🧠,GG19 Cluster QF Web3 Community & Education,Nov 2023,1000,$803.24
ODTU Blockchain,GG19 Cluster QF Web3 Community & Education,Nov 2023,15000,$800.12
Ethereum News Podcast,GG19 Cluster QF Web3 Community & Education,Nov 2023,50000,$791.66
Plurality.net,GG19 Cluster QF Web3 Community & Education,Nov 2023,50000,$786.48
MAX IMPACT & Let's GROW DAO,GG19 Cluster QF Web3 Community & Education,Nov 2023,5000,$761.05
"ReFi Medellín - Join the movement towards a more sustainable and equitable future in Medellín, Colombia",GG19 Cluster QF Web3 Community & Education,Nov 2023,50000,$739.06
Ethereum Lima,GG19 Cluster QF Web3 Community & Education,Nov 2023,200000,$738.11
Trusted Seed,GG19 Cluster QF Web3 Community & Education,Nov 2023,200000,$731.62
Proof of Integrity,GG19 Cluster QF Web3 Community & Education,Nov 2023,200000,$717.74
Kairos Research,GG19 Cluster QF Web3 Community & Education,Nov 2023,70000,$716.73
UFO,GG19 Cluster QF Web3 Community & Education,Nov 2023,5000,$707.71
Bankless Africa,GG19 Cluster QF Web3 Community & Education,Nov 2023,5000,$702.81
Atalis Network,GG19 Cluster QF Web3 Community & Education,Nov 2023,5000,$692.35
Rifai Sicilia,GG19 Cluster QF Web3 Community & Education,Nov 2023,400000,$676.06
ELI5 💡 DAO,GG19 Cluster QF Web3 Community & Education,Nov 2023,100000,$667.22
L2 Planet,GG19 Cluster QF Web3 Community & Education,Nov 2023,50000,$652.92
A Nacion Bankless Perspective,GG19 Cluster QF Web3 Community & Education,Nov 2023,80000,$642.33
Gitcoin China Ecosystem Development,GG19 Cluster QF Web3 Community & Education,Nov 2023,75000,$639.09
Greenpill NYC,GG19 Cluster QF Web3 Community & Education,Nov 2023,50000,$630.95
Bankless Japan,GG19 Cluster QF Web3 Community & Education,Nov 2023,50000,$629.90
1c4m3by ScamHunt,GG19 Cluster QF Web3 Community & Education,Nov 2023,100000,$624.03
Drew Security,GG19 Cluster QF Web3 Community & Education,Nov 2023,40000,$620.70
Bankless Turkish,GG19 Cluster QF Web3 Community & Education,Nov 2023,60000,$611.69
Crypto Sapiens,GG19 Cluster QF Web3 Community & Education,Nov 2023,35000,$611.14
Silvi,GG19 Cluster QF Web3 Community & Education,Nov 2023,18000,$605.34
Modular Crypto,GG19 Cluster QF Web3 Community & Education,Nov 2023,20000,$586.23
ResearchHub Foundation - Peer Review,GG19 Cluster QF Web3 Community & Education,Nov 2023,16000,$584.80
VoiceDeck: A Marketplace for Journalism Impact Certificates,GG19 Cluster QF Web3 Community & Education,Nov 2023,30000,$583.57
ReFi Phangan,GG19 Cluster QF Web3 Community & Education,Nov 2023,30000,$581.87
JonHQ Discord Security,GG19 Cluster QF Web3 Community & Education,Nov 2023,5000,$579.19
OpSci: Open Science on Web3,GG19 Cluster QF Web3 Community & Education,Nov 2023,50000,$575.41
Bloom Network,GG19 Cluster QF Web3 Community & Education,Nov 2023,50000,$573.43
Helpers Social Development Foundation: Teaching web3 & digital skills while supporting vulnerable children to go to school,GG19 Cluster QF Web3 Community & Education,Nov 2023,250000,$571.82
Mechanism Institute,GG19 Cluster QF Web3 Community & Education,Nov 2023,50000,$564.98
Green Digital Guardians,GG19 Cluster QF Web3 Community & Education,Nov 2023,15000,$557.24
Web3Dev.Community,GG19 Cluster QF Web3 Community & Education,Nov 2023,40000,$554.11
Colton Orr builds AceTCG,GG19 Cluster QF Web3 Community & Education,Nov 2023,30000,$553.26
ETHIstanbul,GG19 Cluster QF Web3 Community & Education,Nov 2023,30000,$551.17
ETHMedellin,GG19 Cluster QF Web3 Community & Education,Nov 2023,10000,$549.89
Ethereum Bolivia 2024: Community and Buildathon,GG19 Cluster QF Web3 Community & Education,Nov 2023,15000,$547.96
Web3 Grants Community Organization - Metagov,GG19 Cluster QF Web3 Community & Education,Nov 2023,20000,$544.69
ReFi Mexico // #GC19 - The regeneration continues 🌱✨🌾,GG19 Cluster QF Web3 Community & Education,Nov 2023,30000,$544.57
GreenPill Türkiye 🇹🇷,GG19 Cluster QF Web3 Community & Education,Nov 2023,50000,$539.75
ReFi Japan,GG19 Cluster QF Web3 Community & Education,Nov 2023,50000,$533.93
ReFi Colombia,GG19 Cluster QF Web3 Community & Education,Nov 2023,35000,$532.35
GreenPill Nigeria(Q4),GG19 Cluster QF Web3 Community & Education,Nov 2023,25000,$532.04
ETHSafari-2024,GG19 Cluster QF Web3 Community & Education,Nov 2023,21000,$531.36
DAO Club,GG19 Cluster QF Web3 Community & Education,Nov 2023,45000,$524.95
Ayowecca Uganda : Skills training for women & girls in rural & indigenous communities for economic empowerment and crypto education in Tororo Uganda,GG19 Cluster QF Web3 Community & Education,Nov 2023,50000,$524.77
Fracton Ventures Research,GG19 Cluster QF Web3 Community & Education,Nov 2023,20000,$522.33
ReFi Lagos,GG19 Cluster QF Web3 Community & Education,Nov 2023,23000,$518.91
FrontierDAO,GG19 Cluster QF Web3 Community & Education,Nov 2023,50000,$517.72
MotusDAO,GG19 Cluster QF Web3 Community & Education,Nov 2023,30054,$516.51
Mycelia - Retornando à Mãe Terra,GG19 Cluster QF Web3 Community & Education,Nov 2023,50000,$512.64
GreenPill India Chapter,GG19 Cluster QF Web3 Community & Education,Nov 2023,35000,$512.42
Wild Sherpas DAO,GG19 Cluster QF Web3 Community & Education,Nov 2023,35000,$510.69
Nextme,GG19 Cluster QF Web3 Community & Education,Nov 2023,50000,$505.33
Revolte,GG19 Cluster QF Web3 Community & Education,Nov 2023,20000,$495.98
BanklessDeSci,GG19 Cluster QF Web3 Community & Education,Nov 2023,12000,$493.29
Nurstar,GG19 Cluster QF Web3 Community & Education,Nov 2023,5000,$493.26
Cryptoversidad,GG19 Cluster QF Web3 Community & Education,Nov 2023,38000,$492.51
mxweb3 crypto hub,GG19 Cluster QF Web3 Community & Education,Nov 2023,30000,$490.00
Intelligence On Chain,GG19 Cluster QF Web3 Community & Education,Nov 2023,40000,$486.42
Decentralizing Journalism to Restore Public Trust,GG19 Cluster QF Web3 Community & Education,Nov 2023,38500,$486.40
Ethereal Forest is Building PDX DAO as a Public Good,GG19 Cluster QF Web3 Community & Education,Nov 2023,35000,$486.09
DeSci Africa,GG19 Cluster QF Web3 Community & Education,Nov 2023,40000,$484.70
RnDAO - empowering humane collaboration,GG19 Cluster QF Web3 Community & Education,Nov 2023,5680,$478.47
Good Knight,GG19 Cluster QF Web3 Community & Education,Nov 2023,30000,$475.36
impactMarket: Financial education & microcredit to vulnerable communities.,GG19 Cluster QF Web3 Community & Education,Nov 2023,5000,$470.46
Web3 Sanctuary,GG19 Cluster QF Web3 Community & Education,Nov 2023,50000,$465.77
Ethereum Colombia DAO,GG19 Cluster QF Web3 Community & Education,Nov 2023,250000,$456.27
ETHAccra,GG19 Cluster QF Web3 Community & Education,Nov 2023,10750,$454.33
MetricsDAO,GG19 Cluster QF Web3 Community & Education,Nov 2023,150000,$447.48
Weaving Worlds Cooperative,GG19 Cluster QF Web3 Community & Education,Nov 2023,150000,$447.01
Bonding Curve Research Group (BCRG),GG19 Cluster QF Web3 Community & Education,Nov 2023,50000,$444.15
Hack ReFi,GG19 Cluster QF Web3 Community & Education,Nov 2023,100000,$442.12
DeSci Asia,GG19 Cluster QF Web3 Community & Education,Nov 2023,50000,$437.20
DeSci Landscape Analysis,GG19 Cluster QF Web3 Community & Education,Nov 2023,35000,$432.88
SunnyDao,GG19 Cluster QF Web3 Community & Education,Nov 2023,50000,$432.79
cadCAD: Computer Aided Design for Complex Systems,GG19 Cluster QF Web3 Community & Education,Nov 2023,50000,$428.25
Wise Crowds Liberating Structures,GG19 Cluster QF Web3 Community & Education,Nov 2023,50000,$427.76
DeSpace QF,GG19 Cluster QF Web3 Community & Education,Nov 2023,150000,$427.07
Bluechip,GG19 Cluster QF Web3 Community & Education,Nov 2023,150000,$426.89
NFT Price Floor,GG19 Cluster QF Web3 Community & Education,Nov 2023,30000,$424.78
Impactzone,GG19 Cluster QF Web3 Community & Education,Nov 2023,40000,$423.85
pact.social,GG19 Cluster QF Web3 Community & Education,Nov 2023,50000,$420.77
GreenPill Japan,GG19 Cluster QF Web3 Community & Education,Nov 2023,50000,$420.36
Cosmos for Humanity | C4H,GG19 Cluster QF Web3 Community & Education,Nov 2023,5000,$419.13
DeFi Africa - Web3 BUIDL Workshops,GG19 Cluster QF Web3 Community & Education,Nov 2023,8000,$418.54
Dapp-Learning,GG19 Cluster QF Web3 Community & Education,Nov 2023,37500,$417.05
Paradox Ventures,GG19 Cluster QF Web3 Community & Education,Nov 2023,50000,$414.92
Decentralized Library,GG19 Cluster QF Web3 Community & Education,Nov 2023,50000,$400.67
Nunu Spirits,GG19 Cluster QF Web3 Community & Education,Nov 2023,30000,$400.58
Ethereum Dominicana,GG19 Cluster QF Web3 Community & Education,Nov 2023,80000,$393.63
Empowering women and girls through education and digital skills access,GG19 Cluster QF Web3 Community & Education,Nov 2023,36000,$389.68
ProXify DAO,GG19 Cluster QF Web3 Community & Education,Nov 2023,5000,$386.25
ReFi London — Galvanizing Leaders of Change 🌱,GG19 Cluster QF Web3 Community & Education,Nov 2023,7890,$385.01
"Tulum’s Tomorrow, Accelerating the Regenaissance with ReFi Tulum",GG19 Cluster QF Web3 Community & Education,Nov 2023,35000,$376.95
Dragverse,GG19 Cluster QF Web3 Community & Education,Nov 2023,40000,$374.92
Curiosi3,GG19 Cluster QF Web3 Community & Education,Nov 2023,50000,$374.65
The Deep,GG19 Cluster QF Web3 Community & Education,Nov 2023,120000,$373.96
ReFi Tanzania,GG19 Cluster QF Web3 Community & Education,Nov 2023,50000,$372.73
The DeSci Journal,GG19 Cluster QF Web3 Community & Education,Nov 2023,100000,$372.44
Solidity Developer,GG19 Cluster QF Web3 Community & Education,Nov 2023,50000,$366.64
DeCert.me,GG19 Cluster QF Web3 Community & Education,Nov 2023,50000,$361.82
AsteriskDAO,GG19 Cluster QF Web3 Community & Education,Nov 2023,50000,$358.96
E-Shule: Bringing Future and Hope to African Schools,GG19 Cluster QF Web3 Community & Education,Nov 2023,70000,$356.85
The Flippening,GG19 Cluster QF Web3 Community & Education,Nov 2023,145000,$356.54
Bspeak,GG19 Cluster QF Web3 Community & Education,Nov 2023,200000,$356.43
GreenPill LA,GG19 Cluster QF Web3 Community & Education,Nov 2023,50000,$356.36
DAOstewards,GG19 Cluster QF Web3 Community & Education,Nov 2023,200000,$351.98
Banklessadria,GG19 Cluster QF Web3 Community & Education,Nov 2023,4000,$351.15
ReFi Costa Rica: Regenerating our Optimism,GG19 Cluster QF Web3 Community & Education,Nov 2023,7000,$344.34
DeSci Youths,GG19 Cluster QF Web3 Community & Education,Nov 2023,10000,$340.41
The Commons Economy Roadmap - Iteration 1,GG19 Cluster QF Web3 Community & Education,Nov 2023,50000,$336.75
OptiChads,GG19 Cluster QF Web3 Community & Education,Nov 2023,40000,$332.51
Heavens Tools,GG19 Cluster QF Web3 Community & Education,Nov 2023,20000,$330.99
GrantsScope - Grantee Discovery Using LLMs,GG19 Cluster QF Web3 Community & Education,Nov 2023,2500,$326.87
The PASS,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$323.61
Blockchain na Escola,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$313.82
"GreenPill - Ottawa, Canada - Workshops, Local Impact, On-boarding, Education",GG19 Cluster QF Web3 Community & Education,Nov 2023,,$312.20
Pidgin Parlour,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$311.09
Kingfisher's Media℠,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$310.63
Blockchain Association,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$310.20
Blockchain Accelerator Machine (BAM) - Version 2,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$308.36
Earthist Forest Schools - Orman Iyeleri,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$307.63
Bankless Malayalam,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$305.54
CriptoMexico Hispanic HUB,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$302.81
Elephant in the Room Strategic Climate Solutions,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$299.03
Ethereum Event Gardeners (EEG),GG19 Cluster QF Web3 Community & Education,Nov 2023,,$297.55
Gitcoin Hindi Media,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$292.94
4Seas DeSoc,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$291.46
Solow,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$290.92
Njombe Innovation Academy,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$288.62
Historia de Honduras,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$285.52
FABDAO,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$285.35
Decentraplace,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$283.86
Web3event,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$282.82
DIGITALIZADOS,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$279.22
From Aa to Zzz,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$274.98
DeFi Toronto,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$269.33
Liker Land - NFT eBook - Empower Content Ownership,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$268.84
BlockchainOAU,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$267.26
MúsicaW3 / Onboarding for Independient Musicians and their fans,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$258.09
Cryptoshields,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$252.18
DHK DAO,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$250.40
Decentraclasses,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$250.24
Valucop Dev Africa,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$249.62
Bankless DAO Magyar,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$247.06
Cripto Cantina in Costa Rica,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$243.07
International Media Nodes,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$242.04
MKT Community,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$242.04
Encriptados,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$239.67
